col0|col1|col2|col3
2mass j14541121-3955233|-39.9231676764257|0.032386|2019-09-01
2mass j05360204-0430430|-4.5119620402121|0.032386|2019-09-01
cvso 37|-1.8682058264223|0.032386|2019-09-01
v* v422 ori|-5.08380621642|0.032386|2019-09-01
2mass j05471089+0032059|0.5349885720391|0.032386|2019-09-01
v* v607 mon|9.589183720489|0.032386|2019-09-01
cvso 59|-1.6768755496512|0.032386|2019-09-01
2mass j05351093-0633052|-6.5514687941529|0.032386|2019-09-01
2massi j1802395-230343|-23.0620907834181|0.032386|2019-09-01
2mass j04162791+2053285|20.8912830512298|0.032386|2019-09-01
v* v1343 tau|17.9743950918686|0.032386|2019-09-01
2mass j22525012+6227336|62.4593304358916|0.032386|2019-09-01
2mass j15512684-3131008|-31.5168763883683|0.032386|2019-09-01
cd-24 12699|-24.6718422469088|0.032386|2019-09-01
cvso 8|-1.9232465672212|0.032386|2019-09-01
haro 4-408|-6.2104141524563|0.032386|2019-09-01
2mass j18414855-3525437|-35.4287966840704|0.032386|2019-09-01
hd 137059|-38.75718889|0.032386|2019-09-01
2mass j04341099+2251445|22.8623327622731|0.032386|2019-09-01
2mass j05354587-0605388|-6.0941632577073|0.032386|2019-09-01
tap 5|32.5968084029121|0.032386|2019-09-01
2mass j05181685-0537300|-5.6250019146984|0.032386|2019-09-01
haro 4-345|-5.8954134893547|0.032386|2019-09-01
v* v817 ori|-5.996677951|0.032386|2019-09-01
2mass j04355892+2238353|22.6431261061998|0.032386|2019-09-01
cvso 239|-1.9422557612916|0.032386|2019-09-01
2mass j04162708+2807313|28.1253648575229|0.032386|2019-09-01
cvso 79|-1.4217695914107|0.032386|2019-09-01
cl* ic 348 lrl 255|32.0813300058776|0.032386|2019-09-01
cl* ic 348 lrl 224|32.1595834118523|0.032386|2019-09-01
2006 hel van het mergelland|mikhaylo khalilov|0.032386|2019-09-01
2007 hel van het mergelland|nico sijmens|0.032386|2019-09-01
völkerball|2006-11-17|0.032386|2019-09-01
salad of a thousand delights|1992-01-01|0.032386|2019-09-01
phase two: slowboat to hades|2006-10-30|0.032386|2019-09-01
koda kumi live tour 2006-2007 〜second session〜|2007-03-28|0.032386|2019-09-01
kinki kids concert 20.2.21 -everything happens for a reason-|2018-07-25|0.032386|2019-09-01
in ireland|1981-01-01|0.032386|2019-09-01
live 3 concerts inédits|2012-04-23|0.032386|2019-09-01
rough and tough and dangerous - the singles 94/98|1998-01-01|0.032386|2019-09-01
reckless|1984-01-01|0.032386|2019-09-01
live at isstadion stockholm: wild frontier tour|1987-01-01|0.032386|2019-09-01
the final countdown tour 1986|1986-01-01|0.032386|2019-09-01
koda kumi live tour 2013 〜japonesque〜|2013-12-04|0.032386|2019-09-01
online live 2020 -arena travelers-|2021-08-18|0.032386|2019-09-01
sakura gakuin sun! -matome-|2013-01-01|0.032386|2019-09-01
kara 1st japan tour 2012 karasia|2012-11-14|0.032386|2019-09-01
live vanity fair'96|2012-11-14|0.032386|2019-09-01
in concert - mirage tour '82|1983-01-01|0.032386|2019-09-01
psychedelic sexfunk live from heaven|1990-01-01|0.032386|2019-09-01
what a beautiful memory 2008|1990-01-01|0.032386|2019-09-01
chronicle 4|1990-01-01|0.032386|2019-09-01
aaa heart to ♥ tour 2010|1990-01-01|0.032386|2019-09-01
crowd factory|2015-01-01|0.032386|2019-09-01
soundtrack '96-'06 live|2007-01-01|0.032386|2019-09-01
nu virgos: mv collection|2004-01-01|0.032386|2019-09-01
oltre una bellissima notte|1991-07-03|0.032386|2019-09-01
act i: live in rosario|2012-08-24|0.032386|2019-09-01
arashi around asia+ in dome|2007-10-17|0.032386|2019-09-01
10 years of revolutionary rock and roll|2007-01-01|0.032386|2019-09-01
summer paradise in tdc|2016-01-13|0.032386|2019-09-01
7 worlds collide|2001-01-01|0.032386|2019-09-01
zerofobia|1993-01-01|0.032386|2019-09-01
"momoiro clover z dome trek 2016 ""amaranthus/hakkin no yoake"""|1993-01-01|0.032386|2019-09-01
intimate and live|2002-07-23|0.032386|2019-09-01
lifeline tour 2008: part two|2009-07-01|0.032386|2019-09-01
film lotus ⅵ|2007-08-22|0.032386|2019-09-01
duran duran video 45|1983-01-01|0.032386|2019-09-01
tutto in un abbraccio|2003-01-01|0.032386|2019-09-01
road to catharsis tour 2018|2018-12-12|0.032386|2019-09-01
the yellow monkey live at tokyo dome|2018-12-12|0.032386|2019-09-01
progress live|2011-11-28|0.032386|2019-09-01
excite!!|2005-03-20|0.032386|2019-09-01
360° at the rose bowl|2010-01-01|0.032386|2019-09-01
kinki kids concert 「memories & moments」|2015-08-26|0.032386|2019-09-01
arakain & lucie bílá - xxx music city / open air|2012-01-01|0.032386|2019-09-01
15th anniversary best live history dvd book|2015-03-26|0.032386|2019-09-01
hush hush loud|2019-03-20|0.032386|2019-09-01
g3 live in concert|2005-01-01|0.032386|2019-09-01
som om inget hade hänt – povel-pop från förra årtusendet|2000-01-01|0.032386|2019-09-01
b'z live-gym pleasure 2013 endless summer -xxv best-|2014-01-01|0.032386|2019-09-01
the essential mike oldfield|1980-01-01|0.032386|2019-09-01
recital of the script|1983-01-01|0.032386|2019-09-01
cradle on my noise l*i*v*e 〜live insomnia video edition〜|2001-11-07|0.032386|2019-09-01
20th special yoshii kazuya super live|2014-08-28|0.032386|2019-09-01
covan wake the fuck up|2012-12-12|0.032386|2019-09-01
aaa tour 2009−a departure party−|2012-12-12|0.032386|2019-09-01
sukimaswitch tour 2017 “re:action” the movie for deluxe|2017-12-27|0.032386|2019-09-01
corporate ghost: the videos: 1990–2002|2004-01-01|0.032386|2019-09-01
greatest hits: the ultimate video collection|2010-11-01|0.032386|2019-09-01
black and blue|1980-01-01|0.032386|2019-09-01
live profanity (visiting the graves of heretics)|1980-01-01|0.032386|2019-09-01
live in london: babymetal world tour 2014|2015-05-20|0.032386|2019-09-01
japan first tour girls' generation|2011-12-14|0.032386|2019-09-01
koda kumi live tour 2006–2007 second session|2007-03-28|0.032386|2019-09-01
paramore's videos. all of them. ever|2010-01-01|0.032386|2019-09-01
spring tour'90|1990-08-25|0.032386|2019-09-01
live in south america|1993-04-03|0.032386|2019-09-01
ayumi hamasaki best of countdown live 2006-2007 a|1993-04-03|0.032386|2019-09-01
girl walk//all day|1993-04-03|0.032386|2019-09-01
kramgôtt från början till slut|2005-01-01|0.032386|2019-09-01
live at tokyo dome|2017-04-12|0.032386|2019-09-01
ap bank fes '11 fund for japan|2012-02-29|0.032386|2019-09-01
arenà - renato zero si racconta|2016-12-02|0.032386|2019-09-01
chisato moritaka live 2020|2021-07-28|0.032386|2019-09-01
lead upturn 2006: 4|2006-12-06|0.032386|2019-09-01
bränt krut, volym 4|2006-12-06|0.032386|2019-09-01
bonus dvd|2004-01-01|0.032386|2019-09-01
live in madrid|2005-01-01|0.032386|2019-09-01
live in madrid|2006-01-01|0.032386|2019-09-01
figli del sogno|2004-11-01|0.032386|2019-09-01
spade ace|2004-11-01|0.032386|2019-09-01
still alive 〜yoshii lovinson tour 2005 at the white room〜|2005-11-23|0.032386|2019-09-01
"sacred heart ""the video"""|1986-01-01|0.032386|2019-09-01
xou da xuxa - o videocaxete da xuxa|1987-01-01|0.032386|2019-09-01
t-pistonz+kmc: live tpking vol.1|2012-01-01|0.032386|2019-09-01
seen between the lines|1991-01-01|0.032386|2019-09-01
k13v|2009-05-06|0.032386|2019-09-01
red tape|2009-05-06|0.032386|2019-09-01
u2 innocence + experience live in paris|2016-06-10|0.032386|2019-09-01
message 04|2016-06-10|0.032386|2019-09-01
live at montreux 1981|2006-05-16|0.032386|2019-09-01
keppel road – the life and music of the bee gees|1997-01-01|0.032386|2019-09-01
.hearts tour|2013-10-01|0.032386|2019-09-01
creative chaos|2013-10-01|0.032386|2019-09-01
u218 videos|2006-01-01|0.032386|2019-09-01
stay blue 〜all about 20th anniversary〜|2009-03-25|0.032386|2019-09-01
mtv apresenta: cordel do fogo encantado|2005-01-01|0.032386|2019-09-01
around the world live|2013-01-01|0.032386|2019-09-01
unplugged dvd|2005-10-12|0.032386|2019-09-01
bible -speed best clips-|2005-10-12|0.032386|2019-09-01
single clips|2005-10-12|0.032386|2019-09-01
moment of glory|2000-01-01|0.032386|2019-09-01
kiss symphony|2003-01-01|0.032386|2019-09-01
faith live|2003-01-01|0.032386|2019-09-01
für immer|2003-12-01|0.032386|2019-09-01
the moneen dvd: it all started with a red stripe|2008-05-13|0.032386|2019-09-01
80, bon anniversaire charles !|2004-01-01|0.032386|2019-09-01
through eyes of the dead|1999-01-01|0.032386|2019-09-01
daichi miura live tour one end in 大阪城ホール|2019-06-12|0.032386|2019-09-01
live la conti|2014-01-01|0.032386|2019-09-01
weezer – video capture device: treasures from the vault 1991–2002|2004-01-01|0.032386|2019-09-01
live texxas jam '78|1989-04-25|0.032386|2019-09-01
"momoclo aki no 2 dai matsuri ""otoko matsuri 2011"", ""onna matsuri 2011"""|1989-04-25|0.032386|2019-09-01
everybody say yeah! -temptation box tour 2010- zepp tokyo|2011-03-16|0.032386|2019-09-01
deen the greatest clips 1993-1998|2003-01-01|0.032386|2019-09-01
classic queen|1992-01-01|0.032386|2019-09-01
garbage video|1996-11-12|0.032386|2019-09-01
attack from the far east 2|1996-11-12|0.032386|2019-09-01
the assorted horizons|1996-11-12|0.032386|2019-09-01
live and clips|2001-01-01|0.032386|2019-09-01
only tonight: live from london|2001-01-01|0.032386|2019-09-01
zone best memorial clips|2001-01-01|0.032386|2019-09-01
demon days live|2001-01-01|0.032386|2019-09-01
lead upturn 2013: leap|2013-12-25|0.032386|2019-09-01
masahiko kondo 10th anniversary 1990 mk-1 matchy yaon|1990-10-21|0.032386|2019-09-01
son of a preacher man|1998-01-01|0.032386|2019-09-01
aoi yoru shiroi yoru complete edition|2007-07-25|0.032386|2019-09-01
live at the wiltern lg dvd|2006-04-20|0.032386|2019-09-01
beastie boys video anthology|2000-01-01|0.032386|2019-09-01
kobukuroad4|2018-10-01|0.032386|2019-09-01
les clips vol. ii|1988-12-01|0.032386|2019-09-01
momoclo haru no ichidaiji 2012: yokohama arena masaka no 2 days|1988-12-01|0.032386|2019-09-01
classic albums: rumours|1988-12-01|0.032386|2019-09-01
magic years vol.1-3|1987-11-30|0.032386|2019-09-01
shishamo no osaka-johall!!!|2016-11-09|0.032386|2019-09-01
arashi live tour 2016-2017 are you happy?|2017-05-31|0.032386|2019-09-01
live from dallas|2005-01-01|0.032386|2019-09-01
největší hity|2005-01-01|0.032386|2019-09-01
my first wing|2005-01-01|0.032386|2019-09-01
play|2004-01-01|0.032386|2019-09-01
real love|1985-01-01|0.032386|2019-09-01
perfume world tour 1st|2013-05-22|0.032386|2019-09-01
celebration: the video collection|2009-01-01|0.032386|2019-09-01
nana mizuki live grace -orchestra-|2011-10-05|0.032386|2019-09-01
the call of the east: live in japan|2006-01-01|0.032386|2019-09-01
music video - special edition|2002-01-01|0.032386|2019-09-01
nana mizuki live museum x universe|2007-06-06|0.032386|2019-09-01
u2 go home: live from slane castle, ireland|2003-11-17|0.032386|2019-09-01
the 7th date of hell|1984-01-01|0.032386|2019-09-01
shizuka live at la mama 1995/09/17|2021-01-01|0.032386|2019-09-01
ao vivo no rio|2011-01-01|0.032386|2019-09-01
claudio baglioni un anno di clab|1997-01-01|0.032386|2019-09-01
soja – live in hawaii|2009-01-08|0.032386|2019-09-01
aya hirano special live 2010 〜kiss me〜|2009-01-08|0.032386|2019-09-01
the rolling stones: voodoo lounge live|1995-01-01|0.032386|2019-09-01
ao vivo em salvador|2003-01-01|0.032386|2019-09-01
7|2003-01-01|0.032386|2019-09-01
above and beyoncé – video collection & dance mixes|2009-06-16|0.032386|2019-09-01
"kobukuro live tour 2016 ""timeless world"""|2017-07-05|0.032386|2019-09-01
20th anniversary tour 2020 my name is...|2021-03-10|0.032386|2019-09-01
deco vs. deco|2008-03-19|0.032386|2019-09-01
kyliex2008|2008-12-01|0.032386|2019-09-01
the last supper|1999-01-01|0.032386|2019-09-01
xxx – praha pva expo|2013-01-01|0.032386|2019-09-01
a-day|2013-01-01|0.032386|2019-09-01
a-ha: mtv unplugged - summer solstice|2017-01-01|0.032386|2019-09-01
hurrah hurrah apocalypse – the definitive video collection|2005-05-24|0.032386|2019-09-01
rio '88 - live in concert|1988-01-01|0.032386|2019-09-01
kissology volume one: 1974–1977|2006-10-31|0.032386|2019-09-01
king・kinki kids 2011-2012|2012-07-18|0.032386|2019-09-01
dalida numéro un|1999-01-01|0.032386|2019-09-01
live in anaheim|2008-01-01|0.032386|2019-09-01
"live at wacken open air 2006 – ""a night of emperial wrath"""|2008-01-01|0.032386|2019-09-01
nana mizuki live theater -acoustic-|2015-06-17|0.032386|2019-09-01
the great vacation extra|2015-06-17|0.032386|2019-09-01
the complete clips|2004-12-01|0.032386|2019-09-01
yaen 2000gtr budokan limited inter cooler daihappyokai|2004-12-01|0.032386|2019-09-01
live tour 2006 the last destination|2007-01-17|0.032386|2019-09-01
la tournée des roses & des orties|2009-01-01|0.032386|2019-09-01
day of the gusano: live in mexico|2017-10-20|0.032386|2019-09-01
todo por ustedes|2005-03-29|0.032386|2019-09-01
persone pulite|1993-01-01|0.032386|2019-09-01
ladra di vento live 03/04|2004-01-01|0.032386|2019-09-01
1019 i can concert|2000-03-26|0.032386|2019-09-01
from there to eternity|1992-01-01|0.032386|2019-09-01
live at budokan|2009-01-01|0.032386|2019-09-01
jonas brothers: the 3d concert experience|2009-02-27|0.032386|2019-09-01
summer paradise 2017|2018-07-18|0.032386|2019-09-01
control – the videos|1987-01-01|0.032386|2019-09-01
who cares a lot?: the greatest videos|1999-01-01|0.032386|2019-09-01
saint-saëns: violin concerto no. 3 & grieg: piano concerto|2010-08-01|0.032386|2019-09-01
made in heaven - the films|1996-01-01|0.032386|2019-09-01
mai kuraki premium liveone for all, all for one|2012-03-14|0.032386|2019-09-01
dalida passionnément|1998-05-19|0.032386|2019-09-01
augusta camp 2010〜live and documentary〜|1998-05-19|0.032386|2019-09-01
lugares comunes - court central|2003-01-01|0.032386|2019-09-01
metropolis 2000: scenes from new york|2003-01-01|0.032386|2019-09-01
augusta camp 2012 in kochi & amami 〜office augusta 20th anniversary〜|2003-01-01|0.032386|2019-09-01
kissology volume three: 1992–2000|2007-12-18|0.032386|2019-09-01
yumi matsutoya concert tour 2011 road show|2012-03-14|0.032386|2019-09-01
swallow this live: flesh & blood world tour|2012-03-14|0.032386|2019-09-01
hillsong united: live in miami|2012-02-14|0.032386|2019-09-01
exposure of a dream|1992-01-01|0.032386|2019-09-01
the red hot chili peppers phenomenon|2006-01-01|0.032386|2019-09-01
pour en arriver là|1987-01-01|0.032386|2019-09-01
todas as estações - videoclipes|1987-01-01|0.032386|2019-09-01
une vie (20 ans déjà)|2007-04-01|0.032386|2019-09-01
rendez-vous|1998-11-01|0.032386|2019-09-01
live in ahoy|1998-11-01|0.032386|2019-09-01
lead upturn 2020 online live: trick or lead with movies 5|2021-01-20|0.032386|2019-09-01
megadeth - video hits|2021-01-20|0.032386|2019-09-01
akina nakamori special live 2009 “empress at yokohama”|2010-08-18|0.032386|2019-09-01
the spiritual nation born|2010-08-18|0.032386|2019-09-01
tina live - private dancer tour|1985-01-01|0.032386|2019-09-01
breakout: video singles|1985-01-01|0.032386|2019-09-01
nana clips 7|2016-01-04|0.032386|2019-09-01
block out dvd|2007-01-01|0.032386|2019-09-01
big ones you can look at|1994-11-01|0.032386|2019-09-01
naked truth live at bad girls club|2006-08-18|0.032386|2019-09-01
nana clips 1|2003-01-22|0.032386|2019-09-01
video singles collection|2016-01-01|0.032386|2019-09-01
uroboros -with the proof in the name of living...- at nippon budokan|2016-01-01|0.032386|2019-09-01
the very best of the human league|2003-09-29|0.032386|2019-09-01
nice 'n' rough|1982-01-01|0.032386|2019-09-01
delicious tour|2003-03-31|0.032386|2019-09-01
we're all fruit salad! the wiggles' greatest hits|2021-01-01|0.032386|2019-09-01
in concerto|2004-01-01|0.032386|2019-09-01
amuro namie first anniversary|2004-01-01|0.032386|2019-09-01
britney spears: live and more!|2000-11-21|0.032386|2019-09-01
"wings of light ""the gates of heaven"" tour"|2000-11-21|0.032386|2019-09-01
live in hollywood|2000-11-21|0.032386|2019-09-01
house of yes: live from house of blues|2000-01-01|0.032386|2019-09-01
antonio vivaldi - the four seasons (julia fischer)|2002-10-01|0.032386|2019-09-01
wagakki band 1st us tour shōgeki: deep impact|2017-02-06|0.032386|2019-09-01
momoiro christmas 2011 saitama super arena taikai|2011-12-25|0.032386|2019-09-01
presente zeronovetour|2010-05-11|0.032386|2019-09-01
new order 316|2001-04-01|0.032386|2019-09-01
mtv unplugged|1996-07-30|0.032386|2019-09-01
mtv unplugged|1996-07-30|0.032386|2019-09-01
time out with britney spears|1999-11-23|0.032386|2019-09-01
ao vivo em goiânia|2008-01-01|0.032386|2019-09-01
kerjäläisten valtakunnassa|1985-01-01|0.032386|2019-09-01
enda mere|1995-01-01|0.032386|2019-09-01
welcome home heroes with whitney houston|1991-05-14|0.032386|2019-09-01
olivia in concert|1983-01-01|0.032386|2019-09-01
someone like me|2007-09-18|0.032386|2019-09-01
video action 2|2016-12-21|0.032386|2019-09-01
la novia de america|1992-03-20|0.032386|2019-09-01
"kobukuro live tour '09 ""calling"" final"|2010-04-21|0.032386|2019-09-01
videoplasty|1998-12-29|0.032386|2019-09-01
yubi matsuri|1998-12-29|0.032386|2019-09-01
the video years|1998-12-29|0.032386|2019-09-01
a special from the spectrum|1984-01-01|0.032386|2019-09-01
live planetarium|1994-01-01|0.032386|2019-09-01
mtv unplugged: kinki kids|2018-04-11|0.032386|2019-09-01
tonight he's yours|1982-01-01|0.032386|2019-09-01
the ultimate performer|2006-11-26|0.032386|2019-09-01
spa & treatment|2006-11-26|0.032386|2019-09-01
visual shock vol. 3.5: say anything ~ ballad collection|1991-01-01|0.032386|2019-09-01
ultimate mc battle grand championship 2014 -the judgement day-|2015-04-01|0.032386|2019-09-01
mtv karaoke bunga-bunga cinta|2004-06-12|0.032386|2019-09-01
mercyme live|2004-01-01|0.032386|2019-09-01
on tour: please leave quietly|2004-01-01|0.032386|2019-09-01
live at montreux 1997|1997-01-01|0.032386|2019-09-01
les clips|1987-11-01|0.032386|2019-09-01
kinki kids concert tour 2019-2020 thanks 2 you|2020-11-11|0.032386|2019-09-01
bloomingdale mall|2020-11-11|0.032386|2019-09-01
"kobukuro live tour '08 ""5296"" final"|2008-10-08|0.032386|2019-09-01
notte di note - il concerto|1985-09-20|0.032386|2019-09-01
the moritaka tour 1991.8.22 at shibuya public hall|2017-07-26|0.032386|2019-09-01
perfume 5th tour 2014|2015-03-10|0.032386|2019-09-01
live@rtsi|2007-01-01|0.032386|2019-09-01
sight|2005-06-28|0.032386|2019-09-01
ultimate to asia|2018-12-21|0.032386|2019-09-01
live tour 2018: dna|2019-03-20|0.032386|2019-09-01
mtv unplugged kana nishino|2019-03-20|0.032386|2019-09-01
lead upturn 2014: attract|2014-12-24|0.032386|2019-09-01
sexy zone japan tour 2013|2013-08-28|0.032386|2019-09-01
strange attractions?|2013-08-28|0.032386|2019-09-01
knight treasures|2002-01-01|0.032386|2019-09-01
dancing on the valentine|1984-01-01|0.032386|2019-09-01
tour2013 good by yoshii kazuya|2013-10-01|0.032386|2019-09-01
behind the dreams|1997-01-01|0.032386|2019-09-01
the birth of a band|2006-01-01|0.032386|2019-09-01
equilibratura elettronica|2005-01-01|0.032386|2019-09-01
a.b. quintanilla iii presents kumbia kings live!|2006-04-04|0.032386|2019-09-01
di palo in sesto|2009-01-01|0.032386|2019-09-01
live in wonderland|2009-01-01|0.032386|2019-09-01
x clips|1995-01-01|0.032386|2019-09-01
decade|1995-01-01|0.032386|2019-09-01
sexy zone pop×step!? tour 2020|2021-02-10|0.032386|2019-09-01
the essential clash|2003-01-01|0.032386|2019-09-01
all about pop classico|2014-12-24|0.032386|2019-09-01
over the years and through the woods|2005-11-22|0.032386|2019-09-01
kara 2nd japan tour 2013 karasia|2014-03-19|0.032386|2019-09-01
end of innocence|2003-10-06|0.032386|2019-09-01
from nakameguro to everywhere tour '02-'04|2003-10-06|0.032386|2019-09-01
the girlie show: live down under|1994-01-01|0.032386|2019-09-01
aaa buzz communication tour 2011 deluxe edition|1994-01-01|0.032386|2019-09-01
bullet in a bible|2005-11-15|0.032386|2019-09-01
the freddie mercury tribute concert|1992-01-01|0.032386|2019-09-01
beyoncé|2013-12-13|0.032386|2019-09-01
